,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Age,Nature,Reporting Type,Sex,Units
412731,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",524,Nepal,2014,19.3,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412732,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",548,Vanuatu,2013,15.0,2013,"DHS 2013, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412733,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",548,Vanuatu,2013,15.8,2013,"DHS 2013, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412734,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",548,Vanuatu,2013,14.2,2013,"DHS 2013, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412735,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",558,Nicaragua,2012,33.3,2012,"Encuesta Continua de Hogares (ECH) 2012, UNICEF and ILO calculations",Age is 10-17 years,10-17,CA,G,MALE,PERCENT
412736,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",558,Nicaragua,2012,17.9,2012,"Encuesta Continua de Hogares (ECH) 2012, UNICEF and ILO calculations",Age is 10-17 years,10-17,CA,G,FEMALE,PERCENT
412737,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",558,Nicaragua,2012,25.9,2012,"Encuesta Continua de Hogares (ECH) 2012, UNICEF and ILO calculations",Age is 10-17 years,10-17,CA,G,BOTHSEX,PERCENT
412738,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",562,Niger,2012,29.9,2012,"DHS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412739,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",562,Niger,2012,27.3,2012,"DHS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412740,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",562,Niger,2012,28.8,2012,"DHS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412741,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",566,Nigeria,2021,28.9,2021,MICS 2021,"Due to prolonged insecurity concerns, some parts of states, including Borno state, were not sampled",5-17,C,G,MALE,PERCENT
412742,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",566,Nigeria,2021,24.8,2021,MICS 2021,"Due to prolonged insecurity concerns, some parts of states, including Borno state, were not sampled",5-17,C,G,FEMALE,PERCENT
412743,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",566,Nigeria,2021,26.9,2021,MICS 2021,"Due to prolonged insecurity concerns, some parts of states, including Borno state, were not sampled",5-17,C,G,BOTHSEX,PERCENT
412744,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",586,Pakistan,2018,12.4,2017-18,"LFS 2017-18, UNICEF and ILO calculations",Age is 10-17 years,10-17,CA,G,MALE,PERCENT
412745,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",586,Pakistan,2018,5.1,2017-18,"LFS 2017-18, UNICEF and ILO calculations",Age is 10-17 years,10-17,CA,G,FEMALE,PERCENT
412746,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",586,Pakistan,2018,9.0,2017-18,"LFS 2017-18, UNICEF and ILO calculations",Age is 10-17 years,10-17,CA,G,BOTHSEX,PERCENT
412747,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",591,Panama,2016,3.2,2016,"Encuesta Trabajo Infantil (ETI) 2016, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412748,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",591,Panama,2016,1.2,2016,"Encuesta Trabajo Infantil (ETI) 2016, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412749,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",591,Panama,2016,2.2,2016,"Encuesta Trabajo Infantil (ETI) 2016, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412750,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",600,Paraguay,2016,11.5,2016,"MICS 2016, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412751,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",600,Paraguay,2016,15.5,2016,"MICS 2016, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412752,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",600,Paraguay,2016,19.4,2016,"MICS 2016, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412753,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",604,Peru,2021,16.2,2021,"ENAHO 2021, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412754,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",604,Peru,2021,16.7,2021,"ENAHO 2021, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412755,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",604,Peru,2021,15.7,2021,"ENAHO 2021, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412756,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",608,Philippines,2021,1.7,2021,"LFS 2021Q4, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412757,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",608,Philippines,2021,1.3,2021,"LFS 2021Q4, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412758,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",608,Philippines,2021,1.5,2021,"LFS 2021Q4, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412759,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",624,Guinea-Bissau,2019,14.9,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412760,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",624,Guinea-Bissau,2019,16.9,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412761,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",624,Guinea-Bissau,2019,12.9,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412762,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",626,Timor-Leste,2016,7.2,2016,"National Child Labour and Forced Labour Survey 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412763,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",626,Timor-Leste,2016,7.6,2016,"National Child Labour and Forced Labour Survey 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412764,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",626,Timor-Leste,2016,6.8,2016,"National Child Labour and Forced Labour Survey 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412765,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",646,Rwanda,2017,3.2,2016-17,"Integrated Household Living Conditions Survey (EICV) 2016-17, UNICEF and ILO calculations",Age is 6-17 years,6-17,CA,G,FEMALE,PERCENT
412766,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",646,Rwanda,2017,3.5,2016-17,"Integrated Household Living Conditions Survey (EICV) 2016-17, UNICEF and ILO calculations",Age is 6-17 years,6-17,CA,G,BOTHSEX,PERCENT
412767,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",646,Rwanda,2017,3.9,2016-17,"Integrated Household Living Conditions Survey (EICV) 2016-17, UNICEF and ILO calculations",Age is 6-17 years,6-17,CA,G,MALE,PERCENT
412768,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",662,Saint Lucia,2012,2.4,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412769,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",662,Saint Lucia,2012,1.4,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412770,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",662,Saint Lucia,2012,1.9,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412771,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",678,Sao Tome and Principe,2019,6.1,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412772,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",678,Sao Tome and Principe,2019,7.4,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412773,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",678,Sao Tome and Principe,2019,6.7,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412774,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",686,Senegal,2016,25.7,2016,"DHS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412775,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",686,Senegal,2016,8.6,2016,"DHS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412776,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",686,Senegal,2016,17.1,2016,"DHS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412777,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",688,Serbia,2019,6.8,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412778,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",688,Serbia,2019,9.1,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412779,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",688,Serbia,2019,11.1,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412780,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",694,Sierra Leone,2017,21.0,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412781,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",694,Sierra Leone,2017,22.5,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412782,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",694,Sierra Leone,2017,19.6,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412783,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",704,Viet Nam,2021,5.2,2020-21,"MICS 2020-21, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412784,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",704,Viet Nam,2021,6.2,2020-21,"MICS 2020-21, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412785,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",704,Viet Nam,2021,5.7,2020-21,"MICS 2020-21, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412786,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",710,South Africa,2015,1.9,2015,"Survey of Activities of Young People 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 7-17 years,7-17,CA,G,BOTHSEX,PERCENT
412787,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",710,South Africa,2015,2.4,2015,"Survey of Activities of Young People 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 7-17 years,7-17,CA,G,MALE,PERCENT
412788,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",710,South Africa,2015,1.3,2015,"Survey of Activities of Young People 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 7-17 years,7-17,CA,G,FEMALE,PERCENT
412789,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",716,Zimbabwe,2019,19.0,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412790,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",716,Zimbabwe,2019,25.6,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412791,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",716,Zimbabwe,2019,31.8,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412792,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",729,Sudan,2014,15.3,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412793,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",729,Sudan,2014,19.3,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412794,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",729,Sudan,2014,15.2,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412795,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",740,Suriname,2018,3.4,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412796,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",740,Suriname,2018,4.4,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412797,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",740,Suriname,2018,2.4,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412798,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",747,Northern Africa and Western Asia,2020,9.9,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,MALE,PERCENT
412799,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",747,Northern Africa and Western Asia,2020,5.6,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,FEMALE,PERCENT
412800,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",747,Northern Africa and Western Asia,2020,7.8,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,BOTHSEX,PERCENT
412801,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",748,Eswatini,2022,11.3,2021-22,"MICS 2021-22, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412802,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",748,Eswatini,2022,11.7,2021-22,"MICS 2021-22, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412803,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",748,Eswatini,2022,11.0,2021-22,"MICS 2021-22, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412804,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",753,Eastern and South-Eastern Asia,2020,4.5,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,FEMALE,PERCENT
412805,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",753,Eastern and South-Eastern Asia,2020,6.2,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,BOTHSEX,PERCENT
412806,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",753,Eastern and South-Eastern Asia,2020,7.7,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,MALE,PERCENT
412807,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",768,Togo,2017,34.5,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412808,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",768,Togo,2017,31.2,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412809,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",768,Togo,2017,32.9,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412810,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",776,Tonga,2019,32.9,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412811,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",776,Tonga,2019,25.9,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412812,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",776,Tonga,2019,18.5,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412813,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",780,Trinidad and Tobago,2022,5.4,2022,"MICS 2022, UNICEF and ILO calculations",Only one (1) of the selected enumeration districts was not visited because of safety concerns during the fieldwork period,5-17,C,G,MALE,PERCENT
412814,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",780,Trinidad and Tobago,2022,3.0,2022,"MICS 2022, UNICEF and ILO calculations",Only one (1) of the selected enumeration districts was not visited because of safety concerns during the fieldwork period,5-17,C,G,FEMALE,PERCENT
412815,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",780,Trinidad and Tobago,2022,4.2,2022,"MICS 2022, UNICEF and ILO calculations",Only one (1) of the selected enumeration districts was not visited because of safety concerns during the fieldwork period,5-17,C,G,BOTHSEX,PERCENT
412816,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",788,Tunisia,2012,2.4,2011-12,"MICS 2011-12, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412817,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",788,Tunisia,2012,1.1,2011-12,"MICS 2011-12, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412818,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",788,Tunisia,2012,1.8,2011-12,"MICS 2011-12, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412819,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",792,Türkiye,2019,0.8,2019,"CLFS 2019, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,FEMALE,PERCENT
412820,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",792,Türkiye,2019,1.9,2019,"CLFS 2019, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,BOTHSEX,PERCENT
412821,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",792,Türkiye,2019,2.9,2019,"CLFS 2019, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,MALE,PERCENT
412822,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",795,Turkmenistan,2016,0.3,2015-16,"MICS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412823,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",795,Turkmenistan,2016,0.4,2015-16,"MICS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412824,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",795,Turkmenistan,2016,0.1,2015-16,"MICS 2015-16, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412825,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",796,Turks and Caicos Islands,2020,5.7,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412826,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",796,Turks and Caicos Islands,2020,2.2,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412827,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",796,Turks and Caicos Islands,2020,4.1,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412828,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",798,Tuvalu,2020,3.4,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412829,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",798,Tuvalu,2020,4.0,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412830,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",798,Tuvalu,2020,3.7,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412831,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",800,Uganda,2017,13.2,2016-17,"National LFS 2016-17, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412832,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",800,Uganda,2017,14.7,2016-17,"National LFS 2016-17, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412833,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",800,Uganda,2017,11.8,2016-17,"National LFS 2016-17, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412834,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",804,Ukraine,2012,2.2,2012,"MICS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
