,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Reporting Type,Units
425332,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),398,Kazakhstan,2019,1.27007,2019,Bureau of National statistics of the Agency for Strategic planning and reforms of the Republic of Kazakhstan by the links: https://stat.gov.kz,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425333,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),398,Kazakhstan,2020,0.61419,2020,Bureau of National statistics of the Agency for Strategic planning and reforms of the Republic of Kazakhstan by the links: https://stat.gov.kz,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425334,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),398,Kazakhstan,2021,0.72382,2021,Bureau of National statistics of the Agency for Strategic planning and reforms of the Republic of Kazakhstan by the links: https://stat.gov.kz,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425335,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),400,Jordan,2008,6.7,2008,"USAID, Department of Statistics, Ministry of Tourism and Antiquities",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425336,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),400,Jordan,2010,7.0,2010,"USAID, Department of Statistics, Ministry of Tourism and Antiquities",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425337,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),400,Jordan,2012,6.5,2012,"USAID, Department of Statistics, Ministry of Tourism and Antiquities",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425338,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),400,Jordan,2016,6.0,2016,"USAID, Department of Statistics, Ministry of Tourism and Antiquities",The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425339,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),410,Republic of Korea,2019,2.5,2019,"Ministry of Culture, Sports and Tourism and the Korea Culture and Tourism Institute (2021). A Study on the Development and Establishment of the Korea Tourism Satellite Account (KTSA)",  ,C,G,PERCENT
425340,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2008,3.73173,2008,UNWTO,  ,N,G,PERCENT
425341,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2009,3.62704,2009,UNWTO,  ,N,G,PERCENT
425342,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2010,3.32649,2010,UNWTO,  ,N,G,PERCENT
425343,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2011,3.18564,2011,UNWTO,  ,N,G,PERCENT
425344,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2012,3.30921,2012,UNWTO,  ,N,G,PERCENT
425345,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2013,3.55218,2013,UNWTO,  ,N,G,PERCENT
425346,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2014,3.76854,2014,UNWTO,  ,N,G,PERCENT
425347,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2015,4.24666,2015,UNWTO,  ,N,G,PERCENT
425348,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2016,4.40576,2016,UNWTO,  ,N,G,PERCENT
425349,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2017,4.36022,2017,UNWTO,  ,N,G,PERCENT
425350,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2018,4.75884,2018,UNWTO,  ,N,G,PERCENT
425351,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2019,5.08075,2019,UNWTO,  ,N,G,PERCENT
425352,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2020,4.26242,2020,UNWTO,  ,N,G,PERCENT
425353,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2021,4.20756,2021,UNWTO,  ,N,G,PERCENT
425354,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),419,Latin America and the Caribbean,2022,4.71403,2022,UNWTO,  ,N,G,PERCENT
425355,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2008,2.2,2008,Central Administration of Statistics,Estimate.,C,G,PERCENT
425356,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2009,2.9,2009,Central Administration of Statistics,Estimate.,C,G,PERCENT
425357,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2010,2.9,2010,Central Administration of Statistics,Estimate.,C,G,PERCENT
425358,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2011,2.8,2011,Central Administration of Statistics,Estimate.,C,G,PERCENT
425359,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2012,2.6,2012,Central Administration of Statistics,Estimate.,C,G,PERCENT
425360,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2013,2.6,2013,Central Administration of Statistics,Estimate.,C,G,PERCENT
425361,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2014,2.8,2014,Central Administration of Statistics,Estimate.,C,G,PERCENT
425362,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2015,3.0,2015,Central Administration of Statistics,Estimate.,C,G,PERCENT
425363,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2016,3.0,2016,Central Administration of Statistics,Estimate.,C,G,PERCENT
425364,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2017,3.1,2017,Central Administration of Statistics,Estimate.,C,G,PERCENT
425365,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2018,3.0,2018,Central Administration of Statistics,Estimate.,C,G,PERCENT
425366,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2019,3.0,2019,Central Administration of Statistics,Estimate.,C,G,PERCENT
425367,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),422,Lebanon,2020,2.0,2020,Central Administration of Statistics,Estimate.,C,G,PERCENT
425368,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2008,4.2,2008,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA.,C,G,PERCENT
425369,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2009,3.1,2009,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425370,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2010,3.1,2010,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425371,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2011,3.4,2011,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425372,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2012,4.4,2012,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425373,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2013,4.2,2013,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425374,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2014,4.3,2014,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425375,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2015,4.2,2015,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425376,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2016,4.5,2016,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425377,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2017,4.6,2017,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425378,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2018,4.9,2018,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425379,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),428,Latvia,2019,4.8,2019,"Tourism Satellite Account, via cooperation UNWTO - OECD.",The data correspond to Tourism GVA (direct) as a percentage of total GVA. ,C,G,PERCENT
425380,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2009,2.80192,2009,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425381,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2010,2.73264,2010,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices.,C,G,PERCENT
425382,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2011,2.76061,2011,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425383,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2012,2.94608,2012,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425384,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2013,3.00469,2013,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425385,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2014,3.05521,2014,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425386,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2015,2.98982,2015,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425387,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2016,3.0254,2016,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices.,C,G,PERCENT
425388,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2017,3.01407,2017,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425389,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2018,2.94837,2018,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices. ,C,G,PERCENT
425390,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2019,2.94185,2019,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices.,C,G,PERCENT
425391,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2020,1.66839,2020,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices.,C,G,PERCENT
425392,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),440,Lithuania,2021,1.7,2021,Statistics Lithuania ,The data correspond to Tourism GVA (direct) as a percentage of total GVA. Tourism Value Added at basic prices.,C,G,PERCENT
425393,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2014,1.22728,2014,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",  ,C,G,PERCENT
425394,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2015,1.16862,2015,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",  ,C,G,PERCENT
425395,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2016,1.223,2016,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",  ,C,G,PERCENT
425396,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2017,1.24989,2017,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",  ,C,G,PERCENT
425397,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2018,1.25069,2018,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",  ,C,G,PERCENT
425398,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2019,1.24847,2019,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",  ,C,G,PERCENT
425399,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2020,0.80638,2020,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.", ,C,G,PERCENT
425400,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),442,Luxembourg,2021,0.73442,2021,"National Institute of Statistics and Economic Studies (STATEC), Tourism Satellite Accounts.",Provisional data.,C,G,PERCENT
425401,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2010,54.93399,2010,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425402,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2011,58.78984,2011,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425403,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2012,58.74405,2012,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425404,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2013,59.63012,2013,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425405,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2014,56.23227,2014,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425406,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2015,47.84518,2015,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425407,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2016,46.95424,2016,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425408,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2017,49.94791,2017,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425409,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2018,52.26366,2018,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425410,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2019,52.56762,2019,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425411,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2020,21.44163,2020,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425412,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),446,"China, Macao Special Administrative Region",2021,27.95808,2021,Statistics and Census Service (DSEC),"The data correspond to Tourism GVA (direct) as a percentage of total GVA. Revised value. Data on TSA of Macao is compiled at producers' prices, for the gaming tax (a product tax on gaming) is too enormous to be neglected in estimating indicators such as gross output and gross value added",C,G,PERCENT
425413,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2013,4.5,2013,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425414,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2014,3.5,2014,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425415,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2015,3.4,2015,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425416,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2016,3.4,2016,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425417,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2017,3.5,2017,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425418,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2018,3.4,2018,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425419,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2019,2.7,2019,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425420,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),454,Malawi,2020,1.6,2020,Annual Economic Reports and WTTC,  ,C,G,PERCENT
425421,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2008,4.8609,2008,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425422,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2009,5.41632,2009,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425423,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2010,5.56932,2010,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425424,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2011,5.59573,2011,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425425,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2012,5.64891,2012,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425426,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2013,5.9618,2013,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425427,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2014,6.27953,2014,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425428,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2015,6.36879,2015,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425429,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2016,6.56906,2016,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425430,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2017,6.4049,2017,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425431,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2018,6.53253,2018,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425432,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2019,6.76074,2019,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",  ,C,G,PERCENT
425433,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2020,1.99866,2020,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",Revised data.,C,G,PERCENT
425434,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2021,0.74787,2021,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",Estimate.,C,G,PERCENT
425435,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),458,Malaysia,2022,2.67552,2022,"Department of Statistics Malaysia, Tourism Satellite Account 2022.",Provisional data.,C,G,PERCENT
425436,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),470,Malta,2010,5.9,2010,"National Statistics Office, National Accounts.",  ,C,G,PERCENT
425437,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2008,4.66594,2008,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
425438,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2009,4.86705,2009,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
425439,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2010,5.20199,2010,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
425440,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2011,5.22271,2011,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
425441,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2012,5.1136,2012,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
425442,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2013,5.18047,2013,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
425443,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),474,Martinique,2014,4.7,2014,"Comité Martiniquais du Tourism (CMT), Compte Satellite du Tourisme",Inbound tourism direct GDP over the total GDP.,C,G,PERCENT
